INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182046307,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,723,,2018-06-14 15:23:00,2018,6,Thursday,15,Part Three,GOULD ST,42.27126158,-71.16762399,"(42.27126158, -71.16762399)"
I172087758,616,Larceny,LARCENY THEFT OF BICYCLE,D4,129,,2017-10-19 09:00:00,2017,10,Thursday,9,Part One,SAINT JAMES AVE,42.35074192,-71.07146111,"(42.35074192, -71.07146111)"
I162076410,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,450,,2016-09-18 20:25:00,2016,9,Sunday,20,Part Three,WHEATLAND AVE,42.29350272,-71.07344862,"(42.29350272, -71.07344862)"
I152067740,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2015-08-16 06:39:00,2015,8,Sunday,6,Part One,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I182060461,3208,Property Lost,PROPERTY - MISSING,D4,146,,2018-07-31 00:00:00,2018,7,Tuesday,0,Part Three,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)"
I152058879,2647,Other,THREATS TO DO BODILY HARM,B2,282,,2015-07-16 17:45:00,2015,7,Thursday,17,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182002410,1402,Vandalism,VANDALISM,D14,788,,2018-01-08 20:00:00,2018,1,Monday,20,Part Two,CHISWICK RD,42.33928823,-71.15006824,"(42.33928823, -71.15006824)"
I162059365,3301,Verbal Disputes,VERBAL DISPUTE,B2,265,,2016-07-25 13:49:00,2016,7,Monday,13,Part Three,PERRIN ST,42.32274491,-71.07799077,"(42.32274491, -71.07799077)"
I182049165,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18, ,,2018-06-23 16:20:00,2018,6,Saturday,16,Part Three,CUMMINS HWY,,,"(0.00000000, 0.00000000)"
I172056032,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18, ,,2017-07-11 13:19:00,2017,7,Tuesday,13,Part Three,HYDE PARK AVE,,,"(0.00000000, 0.00000000)"
I172105256,3130,Search Warrants,SEARCH WARRANT,D14,939,,2017-12-21 10:04:00,2017,12,Thursday,10,Part Three,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)"
I162063389,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A1,123,,2016-08-07 15:33:00,2016,8,Sunday,15,Part Two,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
I182048956,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,445,,2018-06-22 23:29:00,2018,6,Friday,23,Part Three,GREENWOOD ST,42.29716347,-71.07954018,"(42.29716347, -71.07954018)"
I152084123,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,305,,2015-10-09 20:39:00,2015,10,Friday,20,Part Three,KENSINGTON ST,42.3206268,-71.09108856,"(42.32062680, -71.09108856)"
I182063104,3111,License Violation,LICENSE PREMISE VIOLATION,A1,94,,2018-08-09 00:15:00,2018,8,Thursday,0,Part Three,CHATHAM ST,42.35969525,-71.05401301,"(42.35969525, -71.05401301)"
I182059277,613,Larceny,LARCENY SHOPLIFTING,D4,137,,2018-07-27 13:41:00,2018,7,Friday,13,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
I152106811,619,Larceny,LARCENY ALL OTHERS,B3,463,,2015-12-27 17:48:00,2015,12,Sunday,17,Part One,BLUE HILL AVE,42.2973366,-71.08729604,"(42.29733660, -71.08729604)"
I162095395,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3, ,,2016-11-21 18:35:28,2016,11,Monday,18,Part Two,WESTVIEW ST AND AMES,,,"(0.00000000, 0.00000000)"
I152083575,3301,Verbal Disputes,VERBAL DISPUTE,C11,462,,2015-10-08 04:45:25,2015,10,Thursday,4,Part Three,BOWDOIN ST,42.30291764,-71.07150861,"(42.30291764, -71.07150861)"
I182059748,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,621,,2018-07-28 23:20:00,2018,7,Saturday,23,Part One,COMMONWEALTH AVE,42.3492468,-71.08956259,"(42.34924680, -71.08956259)"
I172027454,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,2017-04-08 21:35:00,2017,4,Saturday,21,Part Three,SARATOGA ST,42.37704396,-71.03518074,"(42.37704396, -71.03518074)"
I152053529,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B3,430,,2015-06-27 12:45:00,2015,6,Saturday,12,Part Three,BLUE HILL AVE,42.28451318,-71.09125682,"(42.28451318, -71.09125682)"
I172098426,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,263,,2017-11-26 22:52:00,2017,11,Sunday,22,Part Three,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I162011365,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,913,,2016-02-05 03:35:00,2016,2,Friday,3,Part Two,OCEAN VIEW DR,42.31855308,-71.03860648,"(42.31855308, -71.03860648)"
I162027802,613,Larceny,LARCENY SHOPLIFTING,D4,137,,2016-04-10 17:52:00,2016,4,Sunday,17,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I162001551,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,707,,2016-01-06 11:00:00,2016,1,Wednesday,11,Part One,WASHINGTON ST,42.26999391,-71.14791416,"(42.26999391, -71.14791416)"
I172006536,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,334,,2017-01-24 19:27:00,2017,1,Tuesday,19,Part Two,TOVAR ST,42.3102849,-71.06348374,"(42.31028490, -71.06348374)"
I172086814,3115,Investigate Person,INVESTIGATE PERSON,B3,455,,2017-10-17 21:00:00,2017,10,Tuesday,21,Part Three,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I162019961,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,329,,2016-03-14 14:01:00,2016,3,Monday,14,Part Two,,,,"(0.00000000, 0.00000000)"
I162070326,3301,Verbal Disputes,VERBAL DISPUTE,E5,557,,2016-08-29 19:14:00,2016,8,Monday,19,Part Three,POPLAR ST,42.28175144,-71.12708183,"(42.28175144, -71.12708183)"
I162053758,617,Larceny,LARCENY THEFT FROM BUILDING,C6,913,,2016-06-30 17:20:00,2016,6,Thursday,17,Part One,BEACH POINT PL,42.31887581,-71.03999474,"(42.31887581, -71.03999474)"
I162081274,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D4,903,,2016-10-04 14:37:00,2016,10,Tuesday,14,Part Two,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)"
I172027262,3125,Warrant Arrests,WARRANT ARREST,C11,367,,2017-04-08 07:51:00,2017,4,Saturday,7,Part Three,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I172054992,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,472,,2017-07-07 23:19:00,2017,7,Friday,23,Part Three,BLUE HILL AVE,42.27386225,-71.09369539,"(42.27386225, -71.09369539)"
I182051649,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,421,,2018-06-28 05:00:00,2018,6,Thursday,5,Part Three,FRENCH ST,42.27450175,-71.09042183,"(42.27450175, -71.09042183)"
I162043236,3130,Search Warrants,SEARCH WARRANT,B2,325,,2016-06-02 06:23:00,2016,6,Thursday,6,Part Three,DACIA ST,42.31484522,-71.07738943,"(42.31484522, -71.07738943)"
I152091755,3410,Towed,TOWED MOTOR VEHICLE,C11,255,,2015-11-05 02:50:00,2015,11,Thursday,2,Part Three,DORCHESTER AVE,42.31249706,-71.05731757,"(42.31249706, -71.05731757)"
I152106368,617,Larceny,LARCENY THEFT FROM BUILDING,B2,328,,2015-12-25 12:00:00,2015,12,Friday,12,Part One,INTERVALE ST,42.30942147,-71.07460029,"(42.30942147, -71.07460029)"
I162095529,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,115,,2016-11-22 08:40:00,2016,11,Tuesday,8,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182000884,3001,Medical Assistance,DEATH INVESTIGATION,D4,905,,2018-01-04 10:16:00,2018,1,Thursday,10,Part Three,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I182052185,3114,Investigate Property,INVESTIGATE PROPERTY,D4,131,,2018-07-03 13:12:00,2018,7,Tuesday,13,Part Three,BEACON ST,42.35505244,-71.07390742,"(42.35505244, -71.07390742)"
I152106826,2647,Other,THREATS TO DO BODILY HARM,C6,222,,2015-12-27 19:03:00,2015,12,Sunday,19,Part Two,E THIRD ST,42.33644187,-71.03898738,"(42.33644187, -71.03898738)"
I162041848,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,335,,2016-05-28 14:27:00,2016,5,Saturday,14,Part Three,COLEMAN ST,42.30859269,-71.06570888,"(42.30859269, -71.06570888)"
I172074305,3501,Missing Person Reported,MISSING PERSON,B2,308,,2017-09-07 19:44:00,2017,9,Thursday,19,Part Three,WALNUT AVE,42.31966035,-71.08946896,"(42.31966035, -71.08946896)"
I182001573,2102,Operating Under the Influence,OPERATING UNDER THE INFLUENCE DRUGS,D4,156,,2018-01-07 11:09:00,2018,1,Sunday,11,Part Two,MASSACHUSETTS AVE,42.33903373,-71.07997273,"(42.33903373, -71.07997273)"
I182030621,3501,Missing Person Reported,MISSING PERSON,A7,30,,2018-04-12 13:00:00,2018,4,Thursday,13,Part Three,EVERETT ST,42.3680977,-71.03606404,"(42.36809770, -71.03606404)"
I162045152,1846,Drug Violation,DRUGS - POSS CLASS E,D4, ,,2016-06-08 10:40:00,2016,6,Wednesday,10,Part Two,,,,"(0.00000000, 0.00000000)"
I172057273,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,571,,2017-07-15 13:36:00,2017,7,Saturday,13,Part One,PARK LN,42.31078736,-71.09885578,"(42.31078736, -71.09885578)"
I172001646,3114,Investigate Property,INVESTIGATE PROPERTY,B2,289,,2017-01-06 19:51:00,2017,1,Friday,19,Part Three,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182057476,3410,Towed,TOWED MOTOR VEHICLE,E18,519,,2018-07-21 13:47:00,2018,7,Saturday,13,Part Three,RIVER ST,42.25604138,-71.12102424,"(42.25604138, -71.12102424)"
I182000530,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4, ,,2018-01-03 02:30:00,2018,1,Wednesday,2,Part Three,HERALD ST,,,"(0.00000000, 0.00000000)"
I172000764,2670,Criminal Harassment,CRIMINAL HARASSMENT,C11,341,,2017-01-03 20:53:00,2017,1,Tuesday,20,Part Two,SPEEDWELL ST,42.30406722,-71.06760042,"(42.30406722, -71.06760042)"
I162104253,3301,Verbal Disputes,VERBAL DISPUTE,C11,379,,2016-12-22 21:07:00,2016,12,Thursday,21,Part Three,ADAMS ST,42.28397463,-71.05553564,"(42.28397463, -71.05553564)"
I182045547,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,130,,2018-06-12 12:12:00,2018,6,Tuesday,12,Part One,DARTMOUTH ST,42.34842775,-71.07646876,"(42.34842775, -71.07646876)"
I162067529,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,134,,2016-08-10 02:00:00,2016,8,Wednesday,2,Part Two,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I172041971,1402,Vandalism,VANDALISM,, ,,2017-01-17 13:00:00,2017,1,Tuesday,13,Part Two,PUBLIC ALLEY NO. 420,42.35411213,-71.07568185,"(42.35411213, -71.07568185)"
I152097944,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,605,,2015-11-26 02:20:00,2015,11,Thursday,2,Part Two,PARKER HILL AVE,42.33093363,-71.10956443,"(42.33093363, -71.10956443)"
I162094272,3125,Warrant Arrests,WARRANT ARREST,B3,456,,2016-11-17 20:42:00,2016,11,Thursday,20,Part Three,GREENWOOD ST,42.30262129,-71.07918399,"(42.30262129, -71.07918399)"
I172005135,3114,Investigate Property,INVESTIGATE PROPERTY,D4,137,,2017-01-20 00:03:00,2017,1,Friday,0,Part Three,NEWBURY ST,42.3494205,-71.083158,"(42.34942050, -71.08315800)"
I172105977,3114,Investigate Property,INVESTIGATE PROPERTY,B2,258,,2017-12-24 05:31:00,2017,12,Sunday,5,Part Three,COLUMBIA RD,42.315969,-71.066253,"(42.31596900, -71.06625300)"
I172012468,3201,Property Lost,PROPERTY - LOST,A1, ,,2017-02-15 17:08:00,2017,2,Wednesday,17,Part Three,,,,"(0.00000000, 0.00000000)"
I182003034,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,466,,2018-01-12 10:22:00,2018,1,Friday,10,Part Three,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I162071019,301,Robbery,ROBBERY - STREET,B2, ,,2016-08-31 22:20:00,2016,8,Wednesday,22,Part One,,,,"(0.00000000, 0.00000000)"
I182042691,3410,Towed,TOWED MOTOR VEHICLE,C6,231,,2018-06-02 20:46:52,2018,6,Saturday,20,Part Three,MONKS ST,42.33276043,-71.03257621,"(42.33276043, -71.03257621)"
I182004571,3410,Towed,TOWED MOTOR VEHICLE,C11,336,,2018-01-17 19:01:00,2018,1,Wednesday,19,Part Three,BOWDOIN ST,42.30406551,-71.0700332,"(42.30406551, -71.07003320)"
I172013733,1402,Vandalism,VANDALISM,B3,459,,2017-02-19 21:37:00,2017,2,Sunday,21,Part Two,COLUMBIA RD,42.30391611,-71.08259618,"(42.30391611, -71.08259618)"
I162076154,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,282,,2016-09-18 01:33:00,2016,9,Sunday,1,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162006735,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C11,334,,2016-01-25 19:09:00,2016,1,Monday,19,Part Three,BOWDOIN ST,42.30839354,-71.06473124,"(42.30839354, -71.06473124)"
I152051986,1874,Drug Violation,DRUGS - OTHER,C11,367,,2015-06-23 16:52:00,2015,6,Tuesday,16,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I172062656,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,481,,2017-08-01 15:53:00,2017,8,Tuesday,15,Part One,CUMMINS HWY,42.26911567,-71.09647122,"(42.26911567, -71.09647122)"
I152107541,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,333,,2015-12-30 15:58:00,2015,12,Wednesday,15,Part Three,MOUNT EVERETT ST,42.31013569,-71.0702931,"(42.31013569, -71.07029310)"
I152087209,301,Robbery,ROBBERY - STREET,B3,443,,2015-10-20 16:45:00,2015,10,Tuesday,16,Part One,GREENWOOD ST,42.29659575,-71.07945406,"(42.29659575, -71.07945406)"
I162024312,1874,Drug Violation,DRUGS - OTHER,B2,282,,2016-03-29 18:51:00,2016,3,Tuesday,18,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182027282,2401,Disorderly Conduct,AFFRAY,C11,356,,2018-04-12 12:12:00,2018,4,Thursday,12,Part Two,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I162049833,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D4,630,,2016-06-21 18:00:00,2016,6,Tuesday,18,Part Three,BEACON ST,42.347265,-71.102949,"(42.34726500, -71.10294900)"
I162048802,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,246,,2016-06-20 05:32:00,2016,6,Monday,5,Part Two,ROMSEY ST,42.31619008,-71.05587937,"(42.31619008, -71.05587937)"
I182058318,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,418,,2018-07-24 12:51:00,2018,7,Tuesday,12,Part Three,FULLER ST,42.28009279,-71.0800541,"(42.28009279, -71.08005410)"
I172056778,3115,Investigate Person,INVESTIGATE PERSON,D4,618,,2017-07-13 19:11:00,2017,7,Thursday,19,Part Three,HEMENWAY ST,42.3414661,-71.09082781,"(42.34146610, -71.09082781)"
I162009157,3201,Property Lost,PROPERTY - LOST,B2,612,,2016-02-01 10:00:00,2016,2,Monday,10,Part Three,LONGWOOD AVE,42.33744152,-71.10428096,"(42.33744152, -71.10428096)"
I162053306,1402,Vandalism,VANDALISM,C11,337,,2016-07-04 16:00:00,2016,7,Monday,16,Part Two,BEECHWOOD ST,42.30524412,-71.074838,"(42.30524412, -71.07483800)"
I162047573,3205,License Plate Related Incidents,M/V PLATES - LOST,E18,485,,2016-06-16 02:05:00,2016,6,Thursday,2,Part Three,ALPINE ST,42.26461393,-71.10173362,"(42.26461393, -71.10173362)"
I162035674,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,,2016-05-07 14:30:00,2016,5,Saturday,14,Part Three,,,,"(0.00000000, 0.00000000)"
I162081813,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11, ,,2016-10-06 09:55:00,2016,10,Thursday,9,Part Three,,42.29832707,-71.04832313,"(42.29832707, -71.04832313)"
I172085996,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,457,,2017-10-15 00:47:00,2017,10,Sunday,0,Other,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929, -71.08522128)"
I172064744,3001,Medical Assistance,DEATH INVESTIGATION,C11,382,,2017-08-08 01:48:00,2017,8,Tuesday,1,Part Three,MYRTLEBANK AVE,42.27993887,-71.05290417,"(42.27993887, -71.05290417)"
I162030470,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,319,,2016-04-19 19:15:00,2016,4,Tuesday,19,Part One,BLUE HILL AVE,42.30803768,-71.08359213,"(42.30803768, -71.08359213)"
I162014745,3301,Verbal Disputes,VERBAL DISPUTE,C6,915,,2016-02-24 20:46:00,2016,2,Wednesday,20,Part Three,PATTERSON WAY,42.33042505,-71.05237796,"(42.33042505, -71.05237796)"
I172024907,1504,Other,WEAPON - OTHER - OTHER VIOLATION,E5,563,,2017-03-31 10:08:00,2017,3,Friday,10,Part Two,FAWNDALE RD,42.28906908,-71.12116753,"(42.28906908, -71.12116753)"
I162058907,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,755,,2016-07-23 22:30:00,2016,7,Saturday,22,Part Two,CHAMPNEY ST,42.35087213,-71.16877157,"(42.35087213, -71.16877157)"
I182004007,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,577,,2018-01-15 19:45:00,2018,1,Monday,19,Part Two,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436, -71.09870021)"
I162061599,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,455,,2016-08-01 15:40:00,2016,8,Monday,15,Part Two,CARMEN ST,42.30068856,-71.07854838,"(42.30068856, -71.07854838)"
I182064017,1402,Vandalism,VANDALISM,D4,167,,2018-08-11 17:15:00,2018,8,Saturday,17,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I162062282,3301,Verbal Disputes,VERBAL DISPUTE,E5,696,,2016-08-03 18:49:00,2016,8,Wednesday,18,Part Three,CENTRE ST,42.28728494,-71.15306857,"(42.28728494, -71.15306857)"
I152052762,3114,Investigate Property,INVESTIGATE PROPERTY,E18,481,,2015-06-26 01:34:00,2015,6,Friday,1,Part Three,RIVER ST,42.26633004,-71.09746447,"(42.26633004, -71.09746447)"
I162056067,2647,Other,THREATS TO DO BODILY HARM,B3,565,,2016-07-14 16:56:00,2016,7,Thursday,16,Part Two,SNOWDEN WAY,42.29071406,-71.09234897,"(42.29071406, -71.09234897)"
I162099246,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,D14,779,,2016-12-05 19:19:00,2016,12,Monday,19,Part Three,ARLINGTON ST,42.35164054,-71.15192725,"(42.35164054, -71.15192725)"
I182023179,3130,Search Warrants,SEARCH WARRANT,B2,321,,2018-03-28 19:30:00,2018,3,Wednesday,19,Part Three,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
I172099650,3115,Investigate Person,INVESTIGATE PERSON,B3,452,,2017-12-01 02:13:00,2017,12,Friday,2,Part Three,KENBERMA RD,42.29574022,-71.07322638,"(42.29574022, -71.07322638)"
I172062132,3301,Verbal Disputes,VERBAL DISPUTE,D4,271,,2017-07-31 08:17:00,2017,7,Monday,8,Part Three,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.33548200, -71.07586449)"
I172071579,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,, ,,2017-08-29 16:26:00,2017,8,Tuesday,16,Part Two,MCLELLAN,-1.0,-1.0,"(-1.00000000, -1.00000000)"
I172090858,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2017-10-29 15:00:00,2017,10,Sunday,15,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I172106616,3115,Investigate Person,INVESTIGATE PERSON,A7,7,,2017-11-26 10:00:00,2017,11,Sunday,10,Part Three,ANTRIM ST,42.38753773,-71.00573267,"(42.38753773, -71.00573267)"
I172101812,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,294,,2017-12-08 12:42:00,2017,12,Friday,12,Part Two,REGENT ST,42.32499184,-71.08510544,"(42.32499184, -71.08510544)"
I172070588,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,266,,2017-08-26 11:42:00,2017,8,Saturday,11,Part Two,WINTHROP ST,42.32506222,-71.0789508,"(42.32506222, -71.07895080)"
I162035967,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,794,,2016-05-08 18:30:00,2016,5,Sunday,18,Part Three,BRIGHTON AVE,42.35310166,-71.13342247,"(42.35310166, -71.13342247)"
I182016396,3410,Towed,TOWED MOTOR VEHICLE,C6,219,,2018-03-03 07:30:00,2018,3,Saturday,7,Part Three,GATES ST,42.33208391,-71.04823023,"(42.33208391, -71.04823023)"
I152097389,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,823,,2015-11-24 06:01:00,2015,11,Tuesday,6,Part Three,STOUGHTON ST,42.31551723,-71.06171688,"(42.31551723, -71.06171688)"
I162028464,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,582,,2016-04-12 19:58:00,2016,4,Tuesday,19,Part Two,CENTRE ST,42.32262869,-71.10583347,"(42.32262869, -71.10583347)"
I172010935,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,2017-02-09 00:20:00,2017,2,Thursday,0,Part Three,CONDOR ST,42.38257493,-71.03026362,"(42.38257493, -71.03026362)"
I182057559,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,A15,51,,2018-07-21 19:53:00,2018,7,Saturday,19,Part Three,MAIN ST,42.38409897,-71.0729656,"(42.38409897, -71.07296560)"
I182037368,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,435,,2018-05-17 00:48:00,2018,5,Thursday,0,Part Three,EDSON ST,42.28623708,-71.07768279,"(42.28623708, -71.07768279)"
I172085671,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,,2017-10-13 22:33:00,2017,10,Friday,22,Part Three,CAMBRIDGE ST,,,"(0.00000000, 0.00000000)"
I172054922,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,B2,280,,2017-07-07 14:50:00,2017,7,Friday,14,Part Three,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I162059177,2647,Other,THREATS TO DO BODILY HARM,B2,328,,2016-07-25 00:15:00,2016,7,Monday,0,Part Two,NORMANDY ST,42.31071077,-71.07876813,"(42.31071077, -71.07876813)"
I162047235,3410,Towed,TOWED MOTOR VEHICLE,E13,639,,2016-06-15 06:42:00,2016,6,Wednesday,6,Part Three,CHESTNUT AVE,42.31290884,-71.10986001,"(42.31290884, -71.10986001)"
I162013725,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,156,,2016-02-21 03:44:00,2016,2,Sunday,3,Part Two,W SPRINGFIELD ST,42.33795319,-71.0774931,"(42.33795319, -71.07749310)"
I152091766,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,357,,2015-11-05 05:54:00,2015,11,Thursday,5,Part Three,WASHINGTON ST,42.2969072,-71.07233558,"(42.29690720, -71.07233558)"
I172065781,3301,Verbal Disputes,VERBAL DISPUTE,B3,432,,2017-08-11 01:54:00,2017,8,Friday,1,Part Three,MASCOT ST,42.28424514,-71.08452739,"(42.28424514, -71.08452739)"
I182007488,724,Auto Theft,AUTO THEFT,C11,918,,2018-01-28 21:30:00,2018,1,Sunday,21,Part One,SUMNER ST,42.31777605,-71.0619754,"(42.31777605, -71.06197540)"
I162090953,3114,Investigate Property,INVESTIGATE PROPERTY,C6,936,,2016-11-06 07:36:00,2016,11,Sunday,7,Part Three,W SEVENTH ST,42.33750921,-71.05582443,"(42.33750921, -71.05582443)"
I162038718,3115,Investigate Person,INVESTIGATE PERSON,C11,362,,2016-05-18 09:49:00,2016,5,Wednesday,9,Part Three,KENWOOD ST,42.29191251,-71.07049431,"(42.29191251, -71.07049431)"
I152104632,3201,Property Lost,PROPERTY - LOST,C6,186,,2015-12-19 11:55:00,2015,12,Saturday,11,Part Three,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I162026949,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,429,,2016-04-09 20:00:00,2016,4,Saturday,20,Part Three,HARWOOD ST,42.2857651,-71.08763245,"(42.28576510, -71.08763245)"
I162012263,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,470,,2016-02-15 19:33:00,2016,2,Monday,19,Part Two,ALABAMA ST,42.27639356,-71.10175026,"(42.27639356, -71.10175026)"
I182026529,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3, ,,2018-04-09 19:09:17,2018,4,Monday,19,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I162071304,3115,Investigate Person,INVESTIGATE PERSON,B3,565,,2016-09-01 18:16:00,2016,9,Thursday,18,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I162092542,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,437,,2016-11-11 20:09:00,2016,11,Friday,20,Part Three,FERNDALE ST,42.2881688,-71.07709596,"(42.28816880, -71.07709596)"
I182027492,301,Robbery,ROBBERY - STREET,D4,624,,2018-04-13 00:05:00,2018,4,Friday,0,Part One,BROOKLINE AVE,42.34717072,-71.09855075,"(42.34717072, -71.09855075)"
I182044660,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,393,,2018-06-09 12:25:00,2018,6,Saturday,12,Part Two,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657334, -71.06408374)"
