INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,SHOOTING_FLAG,Lat_Clean,Long_Clean,Lat_Missing_Flag,Long_Missing_Flag,TIME_OF_DAY,IS_WEEKEND,CRIME_SEVERITY,SEASON,QUARTER,DAY_NUMBER,OFFENSE_CATEGORY,HIGH_RISK_HOUR,DISTRICT_Index,TIME_OF_DAY_Index,SEASON_Index,OFFENSE_CATEGORY_Index,UCR_PART_Index
I172098910,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,439,,2017-11-28T16:37:00.000-05:00,2017,11,Tuesday,16,Part Two,BLUE HILL AVE,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,2,Fall,4,2,Other,0,2.0,2.0,2.0,0.0,1.0
I172096408,617,Larceny,LARCENY THEFT FROM BUILDING,B2,327,,2017-11-18T19:53:00.000-05:00,2017,11,Saturday,19,Part One,WAYLAND ST,42.31368925,-71.0742708,0,42.31368925,-71.0742708,0,0,Evening,1,3,Fall,4,6,Property,0,0.0,1.0,2.0,1.0,2.0
I172074149,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,"",,2017-09-07T12:05:00.000-04:00,2017,9,Thursday,12,Part Three,RIVER ST,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,1,Fall,3,4,Traffic,0,1.0,2.0,2.0,2.0,0.0
I162015764,3301,Verbal Disputes,VERBAL DISPUTE,C11,462,,2016-02-28T09:18:00.000-05:00,2016,2,Sunday,9,Part Three,FERNBORO ST,42.31129587,-71.07728269,0,42.31129587,-71.07728269,0,0,Morning,1,1,Winter,1,7,Other,0,1.0,3.0,3.0,0.0,0.0
I172028482,3001,Medical Assistance,DEATH INVESTIGATION,D14,814,,2017-04-12T14:17:00.000-04:00,2017,4,Wednesday,14,Part Three,HOPEDALE ST,42.35970705,-71.12673506,0,42.35970705,-71.12673506,0,0,Afternoon,0,1,Spring,2,3,Other,0,8.0,2.0,1.0,0.0,0.0
I182030889,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,492,,2018-04-25T09:49:00.000-04:00,2018,4,Wednesday,9,Part Three,SAFFORD ST,42.26649016,-71.11462926,0,42.26649016,-71.11462926,0,0,Morning,0,1,Spring,2,3,Traffic,0,7.0,3.0,1.0,2.0,0.0
I162053306,1402,Vandalism,VANDALISM,C11,337,,2016-07-04T16:00:00.000-04:00,2016,7,Monday,16,Part Two,BEECHWOOD ST,42.30524412,-71.074838,0,42.30524412,-71.074838,0,0,Afternoon,0,2,Summer,3,1,Property,0,1.0,2.0,0.0,1.0,1.0
I172029299,3301,Verbal Disputes,VERBAL DISPUTE,C11,344,,2017-04-15T06:42:00.000-04:00,2017,4,Saturday,6,Part Three,CORONA ST,42.30146198,-71.0689596,0,42.30146198,-71.0689596,0,0,Morning,1,1,Spring,2,6,Other,0,1.0,3.0,1.0,0.0,0.0
I182027098,3114,Investigate Property,INVESTIGATE PROPERTY,A1,117,,2018-04-11T13:00:00.000-04:00,2018,4,Wednesday,13,Part Three,ESSEX ST,42.35246671,-71.06167002,0,42.35246671,-71.06167002,0,0,Afternoon,0,1,Spring,2,3,Other,0,4.0,2.0,1.0,0.0,0.0
I172071640,2629,Harassment,HARASSMENT,C6,936,,2017-08-29T22:13:00.000-04:00,2017,8,Tuesday,22,Part Two,CROWLEY-ROGERS WAY,42.33985505,-71.05439202,0,42.33985505,-71.05439202,0,0,Night,0,2,Summer,3,2,Other,1,5.0,0.0,0.0,0.0,1.0
I162089196,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,118,,2016-10-31T17:17:00.000-04:00,2016,10,Monday,17,Part Two,CHARLES ST S,42.35094628,-71.06685604,0,42.35094628,-71.06685604,0,0,Evening,0,2,Fall,4,1,Other,0,4.0,1.0,2.0,0.0,1.0
I172027893,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,263,,2017-04-10T15:40:00.000-04:00,2017,4,Monday,15,Part Three,BLUE HILL AVE,42.3247019,-71.07542683,0,42.3247019,-71.07542683,0,0,Afternoon,0,1,Spring,2,1,Traffic,0,0.0,2.0,1.0,2.0,0.0
I162012698,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,356,,2016-02-17T13:54:00.000-05:00,2016,2,Wednesday,13,Part One,CHARLES ST,42.29990887,-71.06424768,0,42.29990887,-71.06424768,0,0,Afternoon,0,3,Winter,1,3,Property,0,1.0,2.0,3.0,1.0,2.0
I182023943,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,175,,2018-03-31T19:30:00.000-04:00,2018,3,Saturday,19,Part Two,ATKINSON ST,42.33189752,-71.06908191,0,42.33189752,-71.06908191,0,0,Evening,1,2,Spring,1,6,Drug,0,5.0,1.0,1.0,4.0,1.0
I182015841,3114,Investigate Property,INVESTIGATE PROPERTY,B2,288,,2018-03-01T08:10:00.000-05:00,2018,3,Thursday,8,Part Three,MALCOLM X BLVD,42.33056715,-71.08806813,0,42.33056715,-71.08806813,0,0,Morning,0,1,Spring,1,4,Other,0,0.0,3.0,1.0,0.0,0.0
I162074587,3301,Verbal Disputes,VERBAL DISPUTE,B3,408,,2016-09-12T23:13:00.000-04:00,2016,9,Monday,23,Part Three,RIVER ST,42.27139899,-71.07353483,0,42.27139899,-71.07353483,0,0,Night,0,1,Fall,3,1,Other,1,2.0,0.0,2.0,0.0,0.0
I172005480,1402,Vandalism,VANDALISM,D4,150,,2017-01-21T03:00:00.000-05:00,2017,1,Saturday,3,Part Two,DARTMOUTH ST,42.34532565,-71.07497385,0,42.34532565,-71.07497385,0,0,Night,1,2,Winter,1,6,Property,1,3.0,0.0,3.0,1.0,1.0
I182015759,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,282,,2018-02-28T21:02:00.000-05:00,2018,2,Wednesday,21,Part Two,WASHINGTON ST,42.32866284,-71.08563401,0,42.32866284,-71.08563401,0,0,Night,0,2,Winter,1,3,Drug,0,0.0,0.0,3.0,4.0,1.0
I172006290,3115,Investigate Person,INVESTIGATE PERSON,B3,"",,2017-01-24T08:36:00.000-05:00,2017,1,Tuesday,8,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Morning,0,1,Winter,1,2,Other,0,2.0,3.0,3.0,0.0,0.0
I182001298,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,D14,778,,2018-01-06T08:38:00.000-05:00,2018,1,Saturday,8,Part One,HARVARD AVE,42.35486542,-71.13259322,0,42.35486542,-71.13259322,0,0,Morning,1,3,Winter,1,6,Property,0,8.0,3.0,3.0,1.0,2.0
I182061851,3115,Investigate Person,INVESTIGATE PERSON,D4,159,,2018-08-04T19:03:00.000-04:00,2018,8,Saturday,19,Part Three,SHAWMUT AVE,42.34168606,-71.07140028,0,42.34168606,-71.07140028,0,0,Evening,1,1,Summer,3,6,Other,0,3.0,1.0,0.0,0.0,0.0
I162067080,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,"",,2016-08-19T05:31:00.000-04:00,2016,8,Friday,5,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,1,Summer,3,5,Traffic,0,3.0,0.0,0.0,2.0,0.0
I152094708,3111,License Violation,LICENSE PREMISE VIOLATION,A1,128,,2015-11-14T19:42:00.000-05:00,2015,11,Saturday,19,Part Three,COLUMBUS AVE,42.34944475,-71.07072461,0,42.34944475,-71.07072461,0,0,Evening,1,1,Fall,4,6,Other,0,4.0,1.0,2.0,0.0,0.0
I172087819,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,362,,2017-10-20T22:19:00.000-04:00,2017,10,Friday,22,Part Two,ASPINWALL RD,42.29197155,-71.07174552,0,42.29197155,-71.07174552,0,0,Night,0,2,Fall,4,5,Other,1,1.0,0.0,2.0,0.0,1.0
I152058879,2647,Other,THREATS TO DO BODILY HARM,B2,282,,2015-07-16T17:45:00.000-04:00,2015,7,Thursday,17,Part Two,WASHINGTON ST,42.32866284,-71.08563401,0,42.32866284,-71.08563401,0,0,Evening,0,2,Summer,3,4,Other,0,0.0,1.0,0.0,0.0,1.0
I152091755,3410,Towed,TOWED MOTOR VEHICLE,C11,255,,2015-11-05T02:50:00.000-05:00,2015,11,Thursday,2,Part Three,DORCHESTER AVE,42.31249706,-71.05731757,0,42.31249706,-71.05731757,0,0,Night,0,1,Fall,4,4,Other,1,1.0,0.0,2.0,0.0,0.0
I162023234,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,D14,"",,2016-03-25T18:46:00.000-04:00,2016,3,Friday,18,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Evening,0,1,Spring,1,5,Traffic,0,8.0,1.0,1.0,2.0,0.0
I162091856,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,B2,323,,2016-11-05T19:00:00.000-04:00,2016,11,Saturday,19,Part Two,QUINCY ST,42.31528744,-71.08015967,0,42.31528744,-71.08015967,0,0,Evening,1,2,Fall,4,6,Other,0,0.0,1.0,2.0,0.0,1.0
I172099509,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4,627,,2017-11-30T15:35:00.000-05:00,2017,11,Thursday,15,Part Three,BOYLSTON ST,42.34396866,-71.100013,0,42.34396866,-71.100013,0,0,Afternoon,0,1,Fall,4,4,Traffic,0,3.0,2.0,2.0,2.0,0.0
I182053248,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,282,,2018-07-06T21:09:00.000-04:00,2018,7,Friday,21,Part One,WARREN ST,42.32832226,-71.08321495,0,42.32832226,-71.08321495,0,0,Night,0,3,Summer,3,5,Violent,0,0.0,0.0,0.0,3.0,2.0
I172080768,3201,Property Lost,PROPERTY - LOST,C11,362,,2017-09-20T21:00:00.000-04:00,2017,9,Wednesday,21,Part Three,LYNDHURST ST,42.29290563,-71.06955795,0,42.29290563,-71.06955795,0,0,Night,0,1,Fall,3,3,Other,0,1.0,0.0,2.0,0.0,0.0
I162016665,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,348,,2016-01-24T22:00:00.000-05:00,2016,1,Sunday,22,Part Three,DORCHESTER AVE,42.30671755,-71.05862903,0,42.30671755,-71.05862903,0,0,Night,1,1,Winter,1,7,Traffic,1,1.0,0.0,3.0,2.0,0.0
I162019495,613,Larceny,LARCENY SHOPLIFTING,C6,200,,2016-03-12T22:10:00.000-05:00,2016,3,Saturday,22,Part One,W BROADWAY,42.34234193,-71.05633276,0,42.34234193,-71.05633276,0,0,Night,1,3,Spring,1,6,Property,1,5.0,0.0,1.0,1.0,2.0
I182000008,301,Robbery,ROBBERY - STREET,A1,"",,2017-12-31T00:00:00.000-05:00,2017,12,Sunday,0,Part One,SCHOOL ST,,,0,42.18246397604247,-70.85870749757449,1,1,Night,1,3,Winter,4,7,Violent,1,4.0,0.0,3.0,3.0,2.0
I152080938,3301,Verbal Disputes,VERBAL DISPUTE,B2,296,,2015-09-28T22:41:00.000-04:00,2015,9,Monday,22,Part Three,WARREN ST,42.32221645,-71.08206723,0,42.32221645,-71.08206723,0,0,Night,0,1,Fall,3,1,Other,1,0.0,0.0,2.0,0.0,0.0
I152068002,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,822,,2015-07-18T20:00:00.000-04:00,2015,7,Saturday,20,Part One,WASHINGTON ST,42.26634159,-71.15147265,0,42.26634159,-71.15147265,0,0,Evening,1,3,Summer,3,6,Property,0,9.0,1.0,0.0,1.0,2.0
I162090953,3114,Investigate Property,INVESTIGATE PROPERTY,C6,936,,2016-11-06T07:36:00.000-05:00,2016,11,Sunday,7,Part Three,W SEVENTH ST,42.33750921,-71.05582443,0,42.33750921,-71.05582443,0,0,Morning,1,1,Fall,4,7,Other,0,5.0,3.0,2.0,0.0,0.0
I172072401,3410,Towed,TOWED MOTOR VEHICLE,B3,408,,2017-09-01T09:13:00.000-04:00,2017,9,Friday,9,Part Three,RIVER ST,42.27179929,-71.07287043,0,42.27179929,-71.07287043,0,0,Morning,0,1,Fall,3,5,Other,0,2.0,3.0,2.0,0.0,0.0
I172094448,3001,Medical Assistance,DEATH INVESTIGATION,A7,21,,2017-11-11T18:48:00.000-05:00,2017,11,Saturday,18,Part Three,CHELSEA ST,42.37350195,-71.03458623,0,42.37350195,-71.03458623,0,0,Evening,1,1,Fall,4,6,Other,0,10.0,1.0,2.0,0.0,0.0
I162064525,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,771,,2016-08-10T13:30:00.000-04:00,2016,8,Wednesday,13,Part Three,CHESTNUT HILL AVE,42.34829397,-71.15383416,0,42.34829397,-71.15383416,0,0,Afternoon,0,1,Summer,3,3,Traffic,0,8.0,2.0,0.0,2.0,0.0
I152095855,2610,Other,TRESPASSING,A1,127,,2015-11-18T19:45:00.000-05:00,2015,11,Wednesday,19,Part Two,WASHINGTON ST,42.34788341,-71.06437688,0,42.34788341,-71.06437688,0,0,Evening,0,2,Fall,4,3,Other,0,4.0,1.0,2.0,0.0,1.0
I182022203,3207,Property Found,PROPERTY - FOUND,A1,167,,2018-03-25T12:01:00.000-04:00,2018,3,Sunday,12,Part Three,HARRISON AVE,42.33954199,-71.06940877,0,42.33954199,-71.06940877,0,0,Afternoon,1,1,Spring,1,7,Other,0,4.0,2.0,1.0,0.0,0.0
I162028502,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,282,,2016-04-12T22:33:00.000-04:00,2016,4,Tuesday,22,Part Three,WASHINGTON ST,42.32866284,-71.08563401,0,42.32866284,-71.08563401,0,0,Night,0,1,Spring,2,2,Other,1,8.0,0.0,1.0,0.0,0.0
I152082187,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,314,,2017-03-31T00:00:00.000-04:00,2017,3,Friday,0,Part Two,HOWLAND ST,42.3144484,-71.08993418,0,42.3144484,-71.08993418,0,0,Night,0,2,Spring,1,5,Other,1,0.0,0.0,1.0,0.0,1.0
I162066366,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,465,,2016-08-16T20:37:00.000-04:00,2016,8,Tuesday,20,Part Three,MORTON ST,42.28621298,-71.09330084,0,42.28621298,-71.09330084,0,0,Evening,0,1,Summer,3,2,Other,0,2.0,1.0,0.0,0.0,0.0
I172015747,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,113,,2017-02-26T18:38:00.000-05:00,2017,2,Sunday,18,Part Three,SUMMER ST,42.35426247,-71.05883334,0,42.35426247,-71.05883334,0,0,Evening,1,1,Winter,1,7,Other,0,4.0,1.0,3.0,0.0,0.0
I152024515-00,3125,Warrant Arrests,WARRANT ARREST,E18,543,,2015-11-05T00:00:00.000-05:00,2015,11,Thursday,0,Part Three,GORDON AVE,42.25767996,-71.12740973,0,42.25767996,-71.12740973,0,0,Night,0,1,Fall,4,4,Other,1,7.0,0.0,2.0,0.0,0.0
I182015834,3115,Investigate Person,INVESTIGATE PERSON,D4,134,,2018-03-01T07:52:00.000-05:00,2018,3,Thursday,7,Part Three,BOYLSTON ST,42.3503787,-71.07626098,0,42.3503787,-71.07626098,0,0,Morning,0,1,Spring,1,4,Other,0,3.0,3.0,1.0,0.0,0.0
I162057632,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,474,,2016-07-19T18:58:00.000-04:00,2016,7,Tuesday,18,Part Two,ITASCA ST,42.27246009,-71.10352421,0,42.27246009,-71.10352421,0,0,Evening,0,2,Summer,3,2,Other,0,2.0,1.0,0.0,0.0,1.0
I162074741,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,802,,2016-09-13T16:24:00.000-04:00,2016,9,Tuesday,16,Part Three,HARVARD AVE,42.35375411,-71.13225621,0,42.35375411,-71.13225621,0,0,Afternoon,0,1,Fall,3,2,Traffic,0,8.0,2.0,2.0,2.0,0.0
I172071579,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,UNKNOWN,"",,2017-08-29T16:26:00.000-04:00,2017,8,Tuesday,16,Part Two,MCLELLAN,-1.0,-1.0,0,-1.0,-1.0,0,0,Afternoon,0,2,Summer,3,2,Other,0,12.0,2.0,0.0,0.0,1.0
I182067232,3201,Property Lost,PROPERTY - LOST,E13,578,,2018-08-03T14:00:00.000-04:00,2018,8,Friday,14,Part Three,LAMARTINE ST,42.31844442,-71.10399969,0,42.31844442,-71.10399969,0,0,Afternoon,0,1,Summer,3,5,Other,0,6.0,2.0,0.0,0.0,0.0
I172023236,1846,Drug Violation,DRUGS - POSS CLASS E,C6,175,,2017-03-25T08:00:00.000-04:00,2017,3,Saturday,8,Part Two,TOPEKA ST,42.33280882,-71.06729226,0,42.33280882,-71.06729226,0,0,Morning,1,2,Spring,1,6,Drug,0,5.0,3.0,1.0,4.0,1.0
I182029977,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,470,,2018-04-21T23:44:00.000-04:00,2018,4,Saturday,23,Part Three,WALK HILL ST,42.28184113,-71.09871709,0,42.28184113,-71.09871709,0,0,Night,1,1,Spring,2,6,Traffic,1,2.0,0.0,1.0,2.0,0.0
I172067197,613,Larceny,LARCENY SHOPLIFTING,C11,402,,2017-08-15T16:06:00.000-04:00,2017,8,Tuesday,16,Part One,DORCHESTER AVE,42.28526024,-71.06444063,0,42.28526024,-71.06444063,0,0,Afternoon,0,3,Summer,3,2,Property,0,1.0,2.0,0.0,1.0,2.0
I162061599,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,455,,2016-08-01T15:40:00.000-04:00,2016,8,Monday,15,Part Two,CARMEN ST,42.30068856,-71.07854838,0,42.30068856,-71.07854838,0,0,Afternoon,0,2,Summer,3,1,Other,0,2.0,2.0,0.0,0.0,1.0
I152084510,3114,Investigate Property,INVESTIGATE PROPERTY,A1,70,,2015-10-11T10:35:00.000-04:00,2015,10,Sunday,10,Part Three,LOUISBURG SQ,42.3584724,-71.06861909,0,42.3584724,-71.06861909,0,0,Morning,1,1,Fall,4,7,Other,0,4.0,3.0,2.0,0.0,0.0
I182062783,3115,Investigate Person,INVESTIGATE PERSON,D4,156,,2018-08-07T18:17:00.000-04:00,2018,8,Tuesday,18,Part Three,MASSACHUSETTS AVE,42.33903373,-71.07997273,0,42.33903373,-71.07997273,0,0,Evening,0,1,Summer,3,2,Other,0,3.0,1.0,0.0,0.0,0.0
I162058454,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,270,,2016-07-22T14:09:00.000-04:00,2016,7,Friday,14,Part Three,HARRISON AVE,42.33444882,-71.0757421,0,42.33444882,-71.0757421,0,0,Afternoon,0,1,Summer,3,5,Traffic,0,3.0,2.0,0.0,2.0,0.0
I152068560,2610,Other,TRESPASSING,B3,456,,2015-08-19T00:17:00.000-04:00,2015,8,Wednesday,0,Part Two,GLENWAY ST,42.30018979,-71.08244261,0,42.30018979,-71.08244261,0,0,Night,0,2,Summer,3,3,Other,1,2.0,0.0,0.0,0.0,1.0
I172105996,3301,Verbal Disputes,VERBAL DISPUTE,B3,450,,2017-12-24T08:47:00.000-05:00,2017,12,Sunday,8,Part Three,TALBOT AVE,42.29041538,-71.07269542,0,42.29041538,-71.07269542,0,0,Morning,1,1,Winter,4,7,Other,0,2.0,3.0,3.0,0.0,0.0
I152088913,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2015-10-26T18:59:00.000-04:00,2015,10,Monday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,0,42.28482577,-71.09137369,0,0,Evening,0,2,Fall,4,1,Drug,0,2.0,1.0,2.0,4.0,1.0
I162090025,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A15,58,,2016-11-03T10:05:00.000-04:00,2016,11,Thursday,10,Part Three,AUSTIN ST,42.37479451,-71.06600871,0,42.37479451,-71.06600871,0,0,Morning,0,1,Fall,4,4,Traffic,0,11.0,3.0,2.0,2.0,0.0
I182002703,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,265,,2018-01-05T13:00:00.000-05:00,2018,1,Friday,13,Part Three,WAVERLY ST,42.32132788,-71.08105509,0,42.32132788,-71.08105509,0,0,Afternoon,0,1,Winter,1,5,Traffic,0,0.0,2.0,3.0,2.0,0.0
I182035698,3301,Verbal Disputes,VERBAL DISPUTE,E5,712,,2018-05-11T07:22:00.000-04:00,2018,5,Friday,7,Part Three,GROVE ST,42.26523483,-71.15843028,0,42.26523483,-71.15843028,0,0,Morning,0,1,Spring,2,5,Other,0,9.0,3.0,1.0,0.0,0.0
I182030814,3114,Investigate Property,INVESTIGATE PROPERTY,B2,262,,2018-04-24T23:06:00.000-04:00,2018,4,Tuesday,23,Part Three,BLUE HILL AVE,42.32094361,-71.07761042,0,42.32094361,-71.07761042,0,0,Night,0,1,Spring,2,2,Other,1,0.0,0.0,1.0,0.0,0.0
I172057273,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,571,,2017-07-15T13:36:00.000-04:00,2017,7,Saturday,13,Part One,PARK LN,42.31078736,-71.09885578,0,42.31078736,-71.09885578,0,0,Afternoon,1,3,Summer,3,6,Property,0,6.0,2.0,0.0,1.0,2.0
I162071304,3115,Investigate Person,INVESTIGATE PERSON,B3,565,,2016-09-01T18:16:00.000-04:00,2016,9,Thursday,18,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,0,42.28913147,-71.09293028,0,0,Evening,0,1,Fall,3,4,Other,0,2.0,1.0,2.0,0.0,0.0
I162063231,1402,Vandalism,VANDALISM,C11,345,,2016-08-06T20:03:00.000-04:00,2016,8,Saturday,20,Part Two,RIDGEWOOD ST,42.30209443,-71.06575183,0,42.30209443,-71.06575183,0,0,Evening,1,2,Summer,3,6,Property,0,1.0,1.0,0.0,1.0,1.0
I162040059,3115,Investigate Person,INVESTIGATE PERSON,C11,387,,2016-05-22T19:56:00.000-04:00,2016,5,Sunday,19,Part Three,ADAMS ST,42.2793449,-71.05928084,0,42.2793449,-71.05928084,0,0,Evening,1,1,Spring,2,7,Other,0,1.0,1.0,1.0,0.0,0.0
I162062581,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,611,,2016-08-04T17:45:00.000-04:00,2016,8,Thursday,17,Part Three,HUNTINGTON AVE,42.33332888,-71.10659534,0,42.33332888,-71.10659534,0,0,Evening,0,1,Summer,3,4,Other,0,0.0,1.0,0.0,0.0,0.0
I152102234,3125,Warrant Arrests,WARRANT ARREST,C11,348,,2015-12-11T09:38:00.000-05:00,2015,12,Friday,9,Part Three,DORCHESTER AVE,42.30420472,-71.05919227,0,42.30420472,-71.05919227,0,0,Morning,0,1,Winter,4,5,Other,0,1.0,3.0,3.0,0.0,0.0
I182053943,3125,Warrant Arrests,WARRANT ARREST,A1,77,,2018-07-09T16:11:00.000-04:00,2018,7,Monday,16,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,0,42.36183857,-71.05976489,0,0,Afternoon,0,1,Summer,3,1,Other,0,4.0,2.0,0.0,0.0,0.0
I162035158,301,Robbery,ROBBERY - STREET,B2,320,,2016-05-06T10:57:00.000-04:00,2016,5,Friday,10,Part One,BLUE HILL AVE,42.3088984,-71.0830519,0,42.3088984,-71.0830519,0,0,Morning,0,3,Spring,2,5,Violent,0,0.0,3.0,1.0,3.0,2.0
I172070683,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,2017-08-26T17:04:00.000-04:00,2017,8,Saturday,17,Part Three,LANDOR RD,42.28319809,-71.09098657,0,42.28319809,-71.09098657,0,0,Evening,1,1,Summer,3,6,Other,0,2.0,1.0,0.0,0.0,0.0
I172002456,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,281,,2017-01-10T03:00:00.000-05:00,2017,1,Tuesday,3,Part One,WARREN ST,42.32692266,-71.08313475,0,42.32692266,-71.08313475,0,0,Night,0,3,Winter,1,2,Property,1,0.0,0.0,3.0,1.0,2.0
I182064061,3115,Investigate Person,INVESTIGATE PERSON,D4,591,,2018-08-12T00:42:00.000-04:00,2018,8,Sunday,0,Part Three,HEMENWAY ST,42.34587157,-71.08938851,0,42.34587157,-71.08938851,0,0,Night,1,1,Summer,3,7,Other,1,3.0,0.0,0.0,0.0,0.0
I162059218,3125,Warrant Arrests,WARRANT ARREST,A1,116,,2016-07-25T08:10:00.000-04:00,2016,7,Monday,8,Part Three,HARRISON AVE,42.35195238,-71.06124486,0,42.35195238,-71.06124486,0,0,Morning,0,1,Summer,3,1,Other,0,4.0,3.0,0.0,0.0,0.0
I162045152,1846,Drug Violation,DRUGS - POSS CLASS E,D4,"",,2016-06-08T10:40:00.000-04:00,2016,6,Wednesday,10,Part Two,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Morning,0,2,Summer,2,3,Drug,0,3.0,3.0,0.0,4.0,1.0
I162081711,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,"",,2016-10-06T04:20:00.000-04:00,2016,10,Thursday,4,Part Two,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,2,Fall,4,4,Violent,0,2.0,0.0,2.0,3.0,1.0
I162023144,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,"",,2016-03-25T12:20:00.000-04:00,2016,3,Friday,12,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,1,Spring,1,5,Traffic,0,3.0,2.0,1.0,2.0,0.0
I172081235,1402,Vandalism,VANDALISM,B3,426,,2017-09-28T20:15:00.000-04:00,2017,9,Thursday,20,Part Two,BLUE HILL AVE,42.26909851,-71.09361458,0,42.26909851,-71.09361458,0,0,Evening,0,2,Fall,3,4,Property,0,2.0,1.0,2.0,1.0,1.0
I172030954,619,Larceny,LARCENY ALL OTHERS,D4,624,,2017-04-20T21:00:00.000-04:00,2017,4,Thursday,21,Part One,HUNTINGTON AVE,42.34044966,-71.08845935,0,42.34044966,-71.08845935,0,0,Night,0,3,Spring,2,4,Property,0,3.0,0.0,1.0,1.0,2.0
I172041884,3114,Investigate Property,INVESTIGATE PROPERTY,A1,112,,2017-05-27T10:21:00.000-04:00,2017,5,Saturday,10,Part Three,AVENUE DE LAFAYETTE,42.35331987,-71.06102314,0,42.35331987,-71.06102314,0,0,Morning,1,1,Spring,2,6,Other,0,4.0,3.0,1.0,0.0,0.0
I172045162,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,352,,2017-06-07T12:09:00.000-04:00,2017,6,Wednesday,12,Part Two,GENEVA AVE,42.30046668,-71.06647544,0,42.30046668,-71.06647544,0,0,Afternoon,0,2,Summer,2,3,Other,0,1.0,2.0,0.0,0.0,1.0
I162059365,3301,Verbal Disputes,VERBAL DISPUTE,B2,265,,2016-07-25T13:49:00.000-04:00,2016,7,Monday,13,Part Three,PERRIN ST,42.32274491,-71.07799077,0,42.32274491,-71.07799077,0,0,Afternoon,0,1,Summer,3,1,Other,0,0.0,2.0,0.0,0.0,0.0
